_id,comment,sentiment
67bf2f82be95c2ae0c8c8654,"Me encanta el Barcelona, pero que transmisión tan horrible jaja",-1
67bf2f82be95c2ae0c8c8655,Never a pen on Yamal.,0
67bf2f82be95c2ae0c8c8656,สกอร์สูง,0
67bf2f82be95c2ae0c8c8657,wtf is that defending of barca in last two attacks,-0.25
67bf2f82be95c2ae0c8c8658,"Awesome video, looking forward to the next one!",0.5
67bf2f82be95c2ae0c8c8659,Guys you have to win the next Game with Real Socidad,0.15000000000000002
67bf2f82be95c2ae0c8c865a,I dont know a scenario where u concede a goal in 93rd minute from a counter attack .. winning by 1 goal difference,0.5
67bf2f82be95c2ae0c8c865b,"This was exactly what I needed, thanks!",0.25
67bf2f82be95c2ae0c8c865c,Tras tras por detrás 😂 jajajjajajajajaja el barsa no gana ni la copa del rey este año jajajajajajajajahahahaha 😂😂,0
67bf2f82be95c2ae0c8c865d,"Great job, this video was very useful!",0.64375
67bf2f82be95c2ae0c8c865e,FC Barcelona ❤💙,0
67bf2f82be95c2ae0c8c865f,🥰🥰🥰Hello Everyone  🥰🥰🥰 ................     1:00,0
67bf2f82be95c2ae0c8c8660,🤮barca,0
67bf2f82be95c2ae0c8c8661,"Barcelona is suppose to win this match 4:2. The defenders should learn to remain at the back when the team is leading. The last 2 goal could have been avoided if the back line remain in their place.\nEverybody can push forward for the goals when it has not come, but once the team is leading, the midfield or back should be sealed.",0.16
67bf2f82be95c2ae0c8c8662,El atlético es un ekipo de miedo,0
67bf2f82be95c2ae0c8c8663,I love Albarez,0.5
67bf2f82be95c2ae0c8c8664,baca should have won with 6,0
67bf2f82be95c2ae0c8c8665,"Thank you for this video, very enlightening!",0.48750000000000004
67bf2f82be95c2ae0c8c8666,"Hell is not an option. We should do everything we can to avoid it (and I mean literally). I'm afraid of committing sins by mistake, let alone doing them on purpose. I wouldn't even think about it",-0.45625
67bf2f82be95c2ae0c8c8667,Lamine Yamal's nutmeg  highlight @1:59😂😂 is the main highlight,0.16666666666666666
67bf2f82be95c2ae0c8c8668,"Absolute ridiculous defending!\n\nThat's twice now that Atleti has got a result out of us in the last 10 minutes. We've grabbed defeat then, and now a draw out of the jaws of victory! And as for the opening 5 minutes....\n\nThis is all about Flick's kamikaze high line, and our defenders' lack of common sense!",-0.08633333333333333
67bf2f82be95c2ae0c8c8669,The firs goal is messi style,0
67bf2f82be95c2ae0c8c866a,te amo chesny,0
67bf2f82be95c2ae0c8c866b,Son muy orangutanes los comentaristas fan del barca tenían que ser,0
67bf2f82be95c2ae0c8c866c,Ferran Torres one day is 80 in another day is 8. 🙄🤦🤕,0
67bf2f82be95c2ae0c8c866d,Great video! Really enjoyed it.,0.75
67bf2f82be95c2ae0c8c866e,ego vs ego,0
67bf2f82be95c2ae0c8c866f,Torres trash,0
67bf2f82be95c2ae0c8c8670,Really appreciate the insights in this video.,0.2
67bf2f82be95c2ae0c8c8671,Como sufren los cules😂😂😂😂😂😂,0
67bf2f82be95c2ae0c8c8672,Que mediocre este Barcelona,-0.5
67bf2f82be95c2ae0c8c8673,Amazing content as always!,0.7500000000000001
67bf2f82be95c2ae0c8c8674,barca goalkeeper just smooking 😒😒🙄🙄,0
67bf2f82be95c2ae0c8c8675,Why was stadium half empty?,-0.13333333333333333
67bf2f82be95c2ae0c8c8676,"Fantastic video, really appreciate your effort!",0.325
67bf2f82be95c2ae0c8c8677,Los que narran son imbeciles,0
67bf2f82be95c2ae0c8c8678,Атлетико параша,0
67bf2f82be95c2ae0c8c8679,Don't play the Ferran please,0
